,k_glycerol_to_g3p,k_g3p_to_lpa,k_lpa_to_pa,k_pa_to_dag,k_dag_to_tag,k_choline_ph,k_choline_cdp,k_ea_ph,k_ea_cdp,k_pe_syn,k_pc_syn,k_pc_to_ps,k_pe_to_ps,k_ps_to_pe,k_pe_to_pc,k_pc_to_lpc,k_lpc_to_g3pc,k_g3pc_to_g3p,k_pe_to_lpe,k_lpe_to_g3pe,k_g3pe_to_g3p,k_dag_to_mag,k_mag_to_dag,k_tag_to_dag,k_mag_to_gly,k_serine_syn,k_gly_syn,k_fa_influx,k_serine_deg,k_pc_trans,k_fa_deg,k_gly_deg,k_choline_deph,k_ea_deph,k_gly_deph,k_choline_syn,k_choline_deg,k_choline_cdp_back,k_ea_cdp_back,k_ea_deg,preeq_switch,k_fa_ul_influx,k_fa_1_influx,k_fa_2_influx,k_fa_3_influx,k_fa_4_influx,k_fa_5_influx
0,0.011397965210026267,0.03370874661231235,0.025258765496186907,0.036598756401205516,0.03229755953406645,0.0429917012721992,0.0868163236746027,0.06560182032793757,0.08877536107471304,0.10856991985199015,0.17023016149945816,0.20653919330715861,0.15412007816689102,0.14426426582791396,0.1630357855885763,0.20415126561673208,0.14781288881213,0.15880775026918065,0.25960444965640156,0.24233575478585379,0.18121503188741891,0.1855211674942745,0.17003601825253217,0.23980624831770317,0.34848952523785365,0.21935803337455578,0.33005256973483366,0.2164860767960597,0.2803103656132624,0.27979235108783795,0.32199016540248787,0.41539055843850636,0.41224439306772964,0.3655378119707957,0.30372665476109334,0.3613848595316192,0.3072254404081527,0.29807399717865285,0.45281452368379616,0.4178409653174306,0.9102762738271227,0.009890511002567966,0.009447815176192075,0.009345821878149441,0.010240973732579579,0.006275999952536978,0.009003058788802497
1,0.00978762131683619,0.016419493305674968,0.03431548019340107,0.03144980190826808,0.03609570504138179,0.028984696085596288,0.06777295947859673,0.07236193108045937,0.07275830938240084,0.07867859561056596,0.11991094997907034,0.09138701696507262,0.09282404449266826,0.14944996514974143,0.15540394056643292,0.15877426775377976,0.17904396258353075,0.12371540716993194,0.2093399826263638,0.26402875014841237,0.20775426279536596,0.20798034938740007,0.24276470986323678,0.30827390682529454,0.3894002952782771,0.19590187697946448,0.3536271055431641,0.2873320176682193,0.2989967934577467,0.19646802134761945,0.3227879423967396,0.32536491285684954,0.3269736257398878,0.3673395502748758,0.24034853650531948,0.33937977568168454,0.4268711251413954,0.45653768437359654,0.378322698966035,0.3332775257285163,0.9339689662593058,0.009751130184420332,0.012091621072764094,0.01057304748670355,0.00949831691453609,0.010061411579303342,0.011904186940327915
2,0.012466197405208785,0.019355156717631623,0.027790907982959762,0.041492454198573746,0.04584169171566699,0.06350893559767647,0.06701742916325325,0.08704800587594043,0.10732316430115837,0.11284968879279307,0.10803873981243135,0.11773456737282581,0.14412443001735992,0.0946661159313394,0.2153979881844859,0.15633303441415353,0.23244251742964833,0.28974970014293266,0.21676640084804735,0.2169547570427926,0.28301605362731613,0.2429906383669618,0.1966471533936359,0.17430948814829375,0.18104562257157797,0.282452110855973,0.3324608372527352,0.2888162595937679,0.2773028410589506,0.30662872406610864,0.28033705009663396,0.2759650560613849,0.28809607004941934,0.268617692450908,0.4311932637044726,0.4736270055808794,0.3218715839621417,0.2629139819280443,0.48351105300633695,0.645415934273836,0.9370033707784027,0.00908507247804116,0.012081394340219594,0.00991615983915183,0.008468455340797614,0.011987619886607511,0.010565833557549533
3,0.0094977239905717,0.01851109598145083,0.02846206290259338,0.0347717845973919,0.05882346594490543,0.042976793414366214,0.056297217589724086,0.07001456642643278,0.09694350060451037,0.16162628724113684,0.09748639096690338,0.09061221998106737,0.13491834370218383,0.13085604926822267,0.19471118297314605,0.13825175126899836,0.15012582687867787,0.14583623652925953,0.1764944972775685,0.19517931085946189,0.12049421218835472,0.21822361737942508,0.3455219525426774,0.2571684154035519,0.2735234059925045,0.25631717823862216,0.28874331179768953,0.24173606252187244,0.3526723035656189,0.3083919735291527,0.2943801693858987,0.46116696791692785,0.33966888750942115,0.2733777653376053,0.2992693208222278,0.32996987195979205,0.2731483333243923,0.510353102994798,0.3672297899916274,0.4534989708378996,1.051538575088466,0.008789002398163404,0.012030785727646869,0.007473572765015766,0.01007696970421508,0.010297895064880927,0.00868773794048439
4,0.010681817297386646,0.018376454877617653,0.0273260396882503,0.037477780683302334,0.05332555657556567,0.05083048600314937,0.07576897101084422,0.07370390352038726,0.1308108534004646,0.12595817317105637,0.10735395191446567,0.10844892486639977,0.1570750547420237,0.18099601791176623,0.08915777670909333,0.1419558800149792,0.19349157814747395,0.25868905492301025,0.1560767200148342,0.194287923471639,0.24592912342962195,0.3839069336542178,0.31139402493624596,0.21734914891387563,0.19036835292841855,0.3312721049615469,0.29198689525223354,0.3024167785084295,0.2958700851506988,0.340787712633714,0.3003863496772673,0.3238774717162578,0.33286983453159635,0.30058194284465367,0.287370110124279,0.3439060920932349,0.4715214076954633,0.5073700353314123,0.35742526736601243,0.32856709574795495,0.9709144111950839,0.007952379047621798,0.010952603116816185,0.011187728309973577,0.009288975800662241,0.00722456383144533,0.009145897925246742
5,0.012291359836054491,0.0263695432738174,0.029890532837921525,0.037334184763904384,0.05467287465839478,0.044785582769326045,0.08368515133964347,0.10639614481936266,0.07659140006303755,0.10631630207419561,0.14421254458058952,0.10388300583738536,0.10266333462197183,0.1480707327310721,0.182816780455673,0.17638606204297752,0.1577012248844533,0.264282995315015,0.23082701908897002,0.17898262260933814,0.21849236047481424,0.22212455399966854,0.2711877898203432,0.16802750302572692,0.29174209891726743,0.24314563077210213,0.30387920783606565,0.2513069158222525,0.28685615886242327,0.2832277825194631,0.24215789144329802,0.34720431957862247,0.28809128775253573,0.3367304172932673,0.5105896755393269,0.4111379194178059,0.39090840535542076,0.5182888833502354,0.45416413324601446,0.4187102201806069,0.8703670041257765,0.012428612719330889,0.008526044723981595,0.010721780254915858,0.0074805551314781294,0.010305563732905828,0.010111445412242811
6,0.00448482339045274,0.01708902134798011,0.03444542741884933,0.037541258529909464,0.03596263630077802,0.05840967180924219,0.06275793580905122,0.09837434376014498,0.08345399014764729,0.0932325353851244,0.10117391723695635,0.1502847897699249,0.17059918797236265,0.21285911356236922,0.20250668876667402,0.1479863165567719,0.15253976592718105,0.27001252083658006,0.16735926412821403,0.1801704902489813,0.2038115162561143,0.21453136322839414,0.2234693288294112,0.45293624168858165,0.32171725878685237,0.3303622781934424,0.3070340783251484,0.20938862586590476,0.27290975194502015,0.3288054392008879,0.22843763546192725,0.23867590074585782,0.41328499824092735,0.3278653834234136,0.3443725943851312,0.42407859982970264,0.3288218891266904,0.2631943906353394,0.5134006955020605,0.3734015084582594,0.8219992937056934,0.012007318204516596,0.010329141172148202,0.010751164525914356,0.008567628159056937,0.007256744815740515,0.009365565598444078
7,0.007224106000343136,0.015016700630854916,0.026093199321780145,0.07249629542601226,0.05148417403249817,0.07253825420180326,0.09379450448051273,0.10043042432742343,0.09140086315210937,0.0972713518690084,0.08237956494463074,0.10590578563799058,0.11222169797130487,0.12431329129235484,0.13988492524793314,0.19322707149213694,0.13334347888971146,0.1373907038059445,0.25479210114734674,0.2539144112486228,0.17960409763163684,0.25412078027140445,0.22086552106932042,0.22021368746071687,0.19661417595667924,0.19938054639728434,0.20280405397806162,0.21244988985887314,0.28346503331347733,0.23769355273692488,0.24679032162894193,0.3360328933513429,0.44923197746458554,0.43215224191189117,0.28990877997106806,0.44783700916438307,0.45612522429598046,0.31169334241720736,0.6378978813473989,0.39559884712332477,0.9171777727638999,0.009502894475504458,0.00912944531729257,0.012052205239626707,0.010272905602871918,0.01091030652952623,0.006920792128474082
8,0.006040281361491847,0.019552450025120516,0.02883665618410477,0.0328474776767083,0.048932588733639974,0.07080982792255015,0.06144663156275444,0.062036723889662054,0.11913678623862825,0.09163446045492062,0.10698859063344668,0.09495102327486993,0.09034466604044357,0.13210715535207715,0.1370550458475287,0.16192874567929894,0.22235378011512746,0.1706138212976483,0.1699553523585139,0.15831190057984637,0.18506430191090617,0.23659675446926254,0.22100299495740597,0.29176833377907374,0.2467201241537408,0.38994043447801824,0.2732319997857696,0.27315661930925456,0.26470746888385926,0.2879130907582092,0.31353824029488603,0.2954374872010747,0.37546558209452846,0.41880401008330964,0.43482497922584706,0.3247750937120106,0.32348321089542026,0.4104048256856102,0.4224062194968793,0.38431940316943514,1.4255551675452593,0.01173109685094844,0.012883583199697506,0.012692607750804594,0.011521590035874378,0.006941943864785627,0.007525662952772137
9,0.014225013828270138,0.028305849229400975,0.030900134818599767,0.06578363743572871,0.04912836237429737,0.05923406765744467,0.07788192125712051,0.08496520364606659,0.06834883019449167,0.12466633071355664,0.13142134344593756,0.07558434958817578,0.13135487685746788,0.15460551122400276,0.1258665479802559,0.13075048331632552,0.1252601229405981,0.17965872921982806,0.18774174658236217,0.17487771912003122,0.21598301026174654,0.16769428446979454,0.2778308847750021,0.28251691792563705,0.3515092711833081,0.2886622880732857,0.2682817390797768,0.3107455869405769,0.20496015271390228,0.34426308409192397,0.22374688225802813,0.39030428477929546,0.2746868546396868,0.46206038319164866,0.6267733449412379,0.2763176511844204,0.23788941993696844,0.45408596986768973,0.2953309635571746,0.4395436899120876,0.9180470830049339,0.012173749052296663,0.006170731474258024,0.011766943440137043,0.008549618541467952,0.0113512322548553,0.00980769641302713
